ticket_id,created_at,accepted_at,resolved_at,category,type,description,priority,assigned_to,initiator,approver,stage
ITHD_2000096,2025-10-20 14:24:40,2025-10-20 14:32:40,2025-10-20 20:14:59,Телефония,Ремонт,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Средний,"Петрова Светлана Константиновна","Жуков С.Н.","Романов А.И.",Закрыт
ITHD_2000106,2026-01-16 08:49:01,2026-01-16 09:05:01,2026-01-16 13:57:02,Телефония,Инцидент,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Высокий,"Петрова Светлана Константиновна","Николаев В.К.","Семенова Н.Г.",Закрыт
ITHD_2000134,2025-12-21 09:15:07,2025-12-21 09:23:07,2025-12-21 17:48:07,Программное обеспечение,Ремонт,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Низкий,"Петрова Светлана Константиновна","Беляев Р.Т.","Семенова Н.Г.",Закрыт
ITHD_2000224,2025-11-10 15:17:59,2025-11-10 15:48:59,2025-11-10 22:17:00,Доступ и права,Запрос,"Не работает IP-телефон на рабочем месте руководителя проектов, нет тонального сигнала",Высокий,"Сидоров Владимир Григорьевич","Попова Е.С.","Романов А.И.",Закрыт
ITHD_2000465,2025-10-08 14:29:40,2025-10-08 15:03:40,,Сервер и СХД,Настройка,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Средний,"Михайлов Тимур Павлович","Попова Е.С.","Романов А.И.",Создание заявки
ITHD_2000324,2026-03-03 16:40:13,2026-03-03 17:03:13,2026-03-03 22:09:47,Сервер и СХД,Настройка,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Средний,"Морозов Дмитрий Олегович","Волкова М.Д.","Романов А.И.",Закрыт
ITHD_2000114,2025-10-05 18:28:08,2025-10-05 19:00:08,2025-10-05 23:22:11,Телефония,Запрос,"Добавление нового пользователя в Active Directory и настройка групповых политик",Низкий,"Петрова Светлана Константиновна","Николаев В.К.","Романов А.И.",Закрыт
ITHD_2000259,2026-04-08 10:26:24,2026-04-08 10:44:24,2026-04-08 17:24:17,Телефония,Запрос,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Средний,"Козлова Елена Анатольевна","Беляев Р.Т.","Романов А.И.",Закрыт
ITHD_2000053,2025-10-21 16:09:58,2025-10-21 16:52:58,2025-10-21 22:11:17,Программное обеспечение,Консультация,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Низкий,"Иванов Алексей Николаевич","Жуков С.Н.","Федоров Е.М.",Закрыт
ITHD_2000318,2026-01-29 17:49:04,2026-01-29 18:14:04,2026-01-29 21:13:55,Программное обеспечение,Ремонт,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Низкий,"Морозов Дмитрий Олегович","Волкова М.Д.","Федоров Е.М.",Закрыт
ITHD_2000160,2025-12-07 10:00:56,2025-12-07 10:14:56,2025-12-07 12:17:42,Программное обеспечение,Ремонт,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Критичный,"Сидоров Владимир Григорьевич","Беляев Р.Т.","Федоров Е.М.",Закрыт
ITHD_2000433,2026-01-22 16:22:55,2026-01-22 17:02:55,,Телефония,Выдача и установка,"Медленная работа корпоративной сети в отделе закупок, скорость менее 1 Мбит/с",Низкий,"Михайлов Тимур Павлович","Попова Е.С.","Федоров Е.М.",Ожидание клиента
ITHD_2000213,2026-02-22 14:46:17,2026-02-22 15:11:17,2026-02-22 17:55:17,Доступ и права,Настройка,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Критичный,"Сидоров Владимир Григорьевич","Беляев Р.Т.","Романов А.И.",Закрыт
